record_id,screen_time_y1_arm_1_screen_time_1_complete,screen_time_y1_arm_1_screen_time_2_complete,screen_time_y1_arm_1_screen_time_3_complete,screen_time_y1_arm_1_screen_time_4_complete,screen_time_y1_arm_1_screen_time_5_complete,screen_time_y1_arm_1_screen_time_6_complete,screen_time_2_y1_arm_1_screen_time_1_2_complete,screen_time_2_y1_arm_1_screen_time_2_2_complete,screen_time_2_y1_arm_1_screen_time_3_2_complete
1369,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1409,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,0.0,0.0,0.0,0.0,0.0,0.0,,,
1448,2.0,0.0,0.0,0.0,0.0,0.0,,,
1453,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,2.0,0.0,0.0,0.0,0.0,0.0,,,
1457,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,2.0,0.0,0.0,0.0,0.0,0.0,,,
1463,0.0,0.0,0.0,0.0,0.0,0.0,,,
1468,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,2.0,0.0,0.0,0.0,0.0,0.0,,,
1484,0.0,0.0,0.0,0.0,0.0,0.0,,,
1485,2.0,0.0,0.0,0.0,0.0,0.0,,,
1488,0.0,0.0,0.0,0.0,0.0,0.0,,,
1489,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,2.0,0.0,0.0,0.0,0.0,0.0,,,
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,0.0,0.0,0.0,0.0,0.0,0.0,,,
1498,2.0,0.0,0.0,0.0,0.0,0.0,,,
1518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528,0.0,0.0,0.0,0.0,0.0,0.0,,,
1539,2.0,2.0,0.0,0.0,0.0,0.0,,,
1544,0.0,0.0,0.0,0.0,0.0,0.0,,,
1545,2.0,0.0,0.0,0.0,0.0,0.0,,,
1546,2.0,0.0,0.0,0.0,0.0,0.0,,,
1549,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,2.0,0.0,0.0,0.0,0.0,0.0,,,
1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,2.0,0.0,0.0,0.0,0.0,0.0,,,
1596,2.0,0.0,0.0,0.0,0.0,0.0,,,
1598,0.0,0.0,0.0,0.0,0.0,0.0,,,
1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,2.0,0.0,0.0,0.0,0.0,0.0,,,
1611,0.0,0.0,0.0,0.0,0.0,0.0,,,
